fecha,orden,grupo,centro_de_costo,capitulo,descripcion,unidad_funcional,proyecto,elemento,abs_inicial,abs_final,liberacion,acta,unidad_medida,largo,espesor,fc,cantidad,observacion,id_registro
2026-09-09,2,DRENAJES Y ESTRUCTURAS,3701.01.02,DEMOLICIONES Y REUBICACIONES,Demolición de Estructuras ,UF1,3701,ODT1-044B,30,30,CAMPO,23,m3,48.5,1,1,48.5,[Clima: Lluvias parciales],xls-4294
2026-09-09,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,60,1,1.3,46.15384615384615,,xls-4295
2026-09-09,149,TIERRAS,3701.05.04,ESTRUCTURAS,Relleno para muros de tierra MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M3,280,1,1,280,,xls-4296
2026-09-09,156,TIERRAS,3701.05.11,ESTRUCTURAS,Geobolsas de geotextil (propybag) MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,UND,190,1,1,190,,xls-4297
2026-09-09,151,TIERRAS,3701.05.06,ESTRUCTURAS,Geomalla tejida uniaxial de 55 kn/m (método md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,140.5,1,1,140.5,,xls-4298
2026-09-09,147,TIERRAS,3701.05.02,ESTRUCTURAS,"Geodren planar h=0,5 m MSR",UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M,100,1,1,100,,xls-4299
2026-09-09,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1707.01,1,1.3,1313.0846153846153,,xls-4300
2026-09-09,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,1707.01,1,1.3,1313.0846153846153,,xls-4301
2026-09-09,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,818.849999999999,1,1.3,629.8846153846146,,xls-4302
2026-09-09,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,448.95,1,1.3,345.3461538461538,,xls-4303
2026-09-09,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 20+875 - 22+650,20875,22650,CAMPO,23,m3,341.9,1,1.3,263,,xls-4304
2026-09-15,82,TIERRAS,3702.02.05,EXPLANACIONES,Excavaciones en material común NO APROVECHABLE,UF2,3702,tm2 pk 37+130 - 37+655,37130,37655,CAMPO,23,m3,742.4,1,1.3,571.0769230769231,,xls-4305
2026-09-09,86,TIERRAS,3702.02.08,EXPLANACIONES,Conformación y disposición de sobrantes (incluye obras de adecuación),UF2,3702,ZODME PK30,30000,30000,CAMPO,23,m3,238,1,1.3,183.07692307692307,,xls-4306
2025-08-15,6,TIERRAS,3701.02.01,EXPLANACIONES,Desmonte y limpieza en bosque,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,Ha,1.7,1,1,1.7,,xls-4307
2025-08-01,8,TIERRAS,3701.02.03,EXPLANACIONES,Desmonte y limpieza en zonas no boscosas,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,Ha,25.93,1,1,25.93,,xls-4308
2025-08-01,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,71375.7,1,1,71375.7,,xls-4309
2025-08-01,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común NO APROVECHABLE,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,47188.2,1,1,47188.2,,xls-4310
2025-08-01,14,TIERRAS,3701.02.08,EXPLANACIONES,Conformación y disposición de sobrantes (incluye obras de adecuación),UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,47344.5,1,1,47344.5,,xls-4311
2025-08-01,13,TIERRAS,3701.02.07,EXPLANACIONES,Pedraplen compacto,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,2221,1,1,2221,,xls-4312
2025-08-01,19,TIERRAS,3701.03.03,"BASES, SUBBASES Y AFIRMADOS ",Base granular estabilizada con cemento (No incluye cemento),UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,342.35,1,1,342.35,,xls-4313
2025-08-01,30,DRENAJES Y ESTRUCTURAS,3701.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,4211.38,1,1,4211.38,,xls-4314
2025-08-01,32,DRENAJES Y ESTRUCTURAS,3701.06.03,DRENAJE TRANSVERSAL,Material granular drenante,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,45.13,1,1,45.13,,xls-4315
2025-08-01,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,kg,32029.9,1,1,32029.9,,xls-4316
2025-08-01,34,DRENAJES Y ESTRUCTURAS,3701.06.05,DRENAJE TRANSVERSAL,Tubería de Concreto Reforzado de 900mm de diámetro interior (Tipo III),UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m,232.68,1,1,232.68,,xls-4317
2025-08-01,36,DRENAJES Y ESTRUCTURAS,3701.06.07,DRENAJE TRANSVERSAL,"Concreto clase 14 MPA (solados, estructuras)",UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,301.32,1,1,301.32,,xls-4318
2025-08-01,38,DRENAJES Y ESTRUCTURAS,3701.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,203.98,1,1,203.98,,xls-4319
2025-08-01,40,DRENAJES Y ESTRUCTURAS,3701.06.11,DRENAJE TRANSVERSAL,Piedra pegada en concreto de 17.5 Mpa para canales de adecuación y protección de descoles (e=10cm),UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m2,53.48,1,1,53.48,,xls-4320
2025-08-01,41,DRENAJES Y ESTRUCTURAS,3701.06.12,DRENAJE TRANSVERSAL,Geodrén vial h=1 m con tubería de 100 mm,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m,127.74,1,1,127.74,,xls-4321
2025-08-01,37,DRENAJES Y ESTRUCTURAS,3701.06.08,DRENAJE TRANSVERSAL,"Concreto clase 21 MPA (atraques, cabezales)",UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,236.8,1,1,236.8,,xls-4322
2025-08-01,42,DRENAJES Y ESTRUCTURAS,3701.06.13,DRENAJE TRANSVERSAL,Geodrén planar h=1 m,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m2,265.74,1,1,265.74,,xls-4323
2025-08-01,59,DRENAJES Y ESTRUCTURAS,3701.07.01,DRENAJE LONGITUDINAL,Excavaciones varias sin clasicar ODL,UF1,3701,ajuste origen UF1,9800,29950,CAMPO,10,m3,2835.99,1,1,2835.99,,xls-4324
2025-08-01,73,TIERRAS,3702.01.01,DEMOLICIONES Y REUBICACIONES,Demolición de edificaciones,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m2,41.39,1,1,41.39,,xls-4325
2025-08-01,74,DRENAJES Y ESTRUCTURAS,3702.01.02,DEMOLICIONES Y REUBICACIONES,Demolición de Estructuras ,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,19,1,1,19,,xls-4326
2025-08-01,80,TIERRAS,3702.02.03,EXPLANACIONES,Desmonte y limpieza en zonas no boscosas,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,Ha,14.85,1,1,14.85,,xls-4327
2025-08-01,82,TIERRAS,3702.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,256.36,1,1.3,197.20000000000002,,xls-4328
2025-08-01,82,TIERRAS,3702.02.05,EXPLANACIONES,Excavaciones en material común NO APROVECHABLE,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,14577,1,1.3,11213.076923076922,,xls-4329
2025-08-01,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,32290.4,1,1.3,24838.76923076923,,xls-4330
2025-08-01,86,TIERRAS,3702.02.08,EXPLANACIONES,Conformación y disposición de sobrantes (incluye obras de adecuación),UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,10317.8,1,1.3,7936.76923076923,,xls-4331
2025-08-01,90,TIERRAS,3702.03.01,"BASES, SUBBASES Y AFIRMADOS ",Subbase Granular,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,2245.27,1,1.3,1727.1307692307691,,xls-4332
2025-08-01,95,PAVIMENTOS,3702.04.01,PAVIMENTOS ASFALTICOS ,Riego de imprimación con emulsión asfáltica,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m2,18200,1,1,18200,,xls-4333
2025-08-01,102,DRENAJES Y ESTRUCTURAS,3702.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,700.23,1,1,700.23,,xls-4334
2025-08-01,103,DRENAJES Y ESTRUCTURAS,3702.06.02,DRENAJE TRANSVERSAL,Rellenos con material seleccionado,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,77.57,1,1,77.57,,xls-4335
2025-08-01,104,DRENAJES Y ESTRUCTURAS,3702.06.03,DRENAJE TRANSVERSAL,Material granular drenante,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,48.73,1,1,48.73,,xls-4336
2025-08-01,113,DRENAJES Y ESTRUCTURAS,3702.06.12,DRENAJE TRANSVERSAL,Geodrén vial h=1 m con tubería de 100 mm,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m,7.54,1,1,7.54,,xls-4337
2025-08-01,109,DRENAJES Y ESTRUCTURAS,3702.06.08,DRENAJE TRANSVERSAL,"Concreto clase 21 MPA (atraques, cabezales)",UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,6.55,1,1,6.55,,xls-4338
2025-08-01,114,DRENAJES Y ESTRUCTURAS,3702.06.13,DRENAJE TRANSVERSAL,Geodrén planar h=1 m,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m2,27.52,1,1,27.52,,xls-4339
2025-08-01,131,DRENAJES Y ESTRUCTURAS,3702.07.01,DRENAJE LONGITUDINAL,Excavaciones varias sin clasicar ODL,UF2,3702,ajuste origen UF2,30000,39600,CAMPO,10,m3,3103.8,1,1,3103.8,,xls-4340
2026-09-10,65,DRENAJES Y ESTRUCTURAS,3701.07.07,DRENAJE LONGITUDINAL,Concreto clase 14 MPA (Cunetas de terraza y coronación) ,UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,4,1,1,4,[Clima: Lluvias],xls-4341
2026-09-10,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-047,20108,20108,CAMPO,23,kg,135.27,1,1,135.27,,xls-4342
2026-09-10,31,DRENAJES Y ESTRUCTURAS,3701.06.02,DRENAJE TRANSVERSAL,Rellenos con material seleccionado,UF1,3701,ODT1-043B,19362,19362,CAMPO,23,m3,65,1,1,65,,xls-4343
2026-09-10,38,DRENAJES Y ESTRUCTURAS,3701.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF1,3701,ODT1-071,25699,25699,CAMPO,23,m3,10,1,1,10,,xls-4344
2026-09-10,102,DRENAJES Y ESTRUCTURAS,3702.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF2,3702,ODT2-032,36523,36523,CAMPO,23,m3,1,1,1,1,,xls-4345
2026-09-10,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-032,36523,36523,CAMPO,23,kg,300,1,1,300,,xls-4346
2026-09-10,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-041,38344,38344,CAMPO,23,m3,6,1,1,6,,xls-4347
2026-09-10,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-044,39394,39394,CAMPO,23,kg,200,1,1,200,,xls-4348
2026-09-10,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1549.17,1,1.3,1191.6692307692308,,xls-4349
2026-09-10,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común NO APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,14,1,1.3,10.769230769230768,,xls-4350
2026-09-10,14,TIERRAS,3701.02.08,EXPLANACIONES,Conformación y disposición de sobrantes (incluye obras de adecuación),UF1,3701,RCD 15+800,15800,15800,CAMPO,23,m3,14,1,1.3,10.769230769230768,,xls-4351
2026-09-10,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,751.88,1,1.3,578.3692307692307,,xls-4352
2026-09-10,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,657.29,1,1.3,505.6076923076923,,xls-4353
2026-09-10,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,140,1,1.3,107.6923076923077,,xls-4354
2026-09-10,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,28,1,1.3,21.538461538461537,,xls-4355
2026-09-10,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,885.879999999999,1,1.3,681.446153846153,,xls-4356
2026-09-10,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,885.879999999999,1,1.3,681.446153846153,,xls-4357
2026-09-10,156,TIERRAS,3701.05.11,ESTRUCTURAS,Geobolsas de geotextil (propybag) MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,UND,100,1,1,100,,xls-4358
2026-09-10,12,TIERRAS,3701.02.06,EXPLANACIONES,Excavación en material común de préstamos,UF1,3701,EL DIVISO,21500,21500,CAMPO,23,m3,1138.09,1,1.3,875.453846153846,,xls-4359
2026-09-10,13,TIERRAS,3701.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF1,3701,tm2 pk 20+875 - 22+650,20875,22650,CAMPO,23,m3,182,1,1.3,140,,xls-4360
2026-09-10,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,494.2,1,1.3,380.15384615384613,,xls-4361
2026-09-12,4,TIERRAS,3701.01.04,DEMOLICIONES Y REUBICACIONES,Remoción de cercas de alambre,UF1,3701,tm2 pk 16+210 - 17+120,16210,17120,CAMPO,23,m,795,1,1,795,,xls-4362
2026-09-12,5,TIERRAS,3701.01.05,DEMOLICIONES Y REUBICACIONES,Cercas de alambre de púas con postes de concreto,UF1,3701,tm2 pk 16+210 - 17+120,16210,17120,CAMPO,23,m,795,1,1,795,,xls-4363
2026-09-12,76,TIERRAS,3702.01.04,DEMOLICIONES Y REUBICACIONES,Remoción de cercas de alambre,UF2,3702,tm2 pk 30+500 - 31+942,30500,31942,CAMPO,23,m,80,1,1,80,,xls-4364
2026-09-12,77,TIERRAS,3702.01.05,DEMOLICIONES Y REUBICACIONES,Cercas de alambre de púas con postes de concreto,UF2,3702,tm2 pk 30+500 - 31+942,30500,31942,CAMPO,23,m,279,1,1,279,,xls-4365
2026-09-12,76,TIERRAS,3702.01.04,DEMOLICIONES Y REUBICACIONES,Remoción de cercas de alambre,UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m,187,1,1,187,,xls-4366
2026-09-12,77,TIERRAS,3702.01.05,DEMOLICIONES Y REUBICACIONES,Cercas de alambre de púas con postes de concreto,UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m,258,1,1,258,,xls-4367
2026-09-12,76,TIERRAS,3702.01.04,DEMOLICIONES Y REUBICACIONES,Remoción de cercas de alambre,UF2,3702,tm2 pk 37+130 - 37+655,37130,37655,CAMPO,23,m,180,1,1,180,,xls-4368
2026-09-12,77,TIERRAS,3702.01.05,DEMOLICIONES Y REUBICACIONES,Cercas de alambre de púas con postes de concreto,UF2,3702,tm2 pk 37+130 - 37+655,37130,37655,CAMPO,23,m,285,1,1,285,,xls-4369
2026-09-12,76,TIERRAS,3702.01.04,DEMOLICIONES Y REUBICACIONES,Remoción de cercas de alambre,UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m,120,1,1,120,,xls-4370
2026-09-12,77,TIERRAS,3702.01.05,DEMOLICIONES Y REUBICACIONES,Cercas de alambre de púas con postes de concreto,UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m,189,1,1,189,,xls-4371
2026-09-12,76,TIERRAS,3702.01.04,DEMOLICIONES Y REUBICACIONES,Remoción de cercas de alambre,UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m,205,1,1,205,,xls-4372
2026-09-12,77,TIERRAS,3702.01.05,DEMOLICIONES Y REUBICACIONES,Cercas de alambre de púas con postes de concreto,UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m,231,1,1,231,,xls-4373
2026-09-12,77,TIERRAS,3702.01.05,DEMOLICIONES Y REUBICACIONES,Cercas de alambre de púas con postes de concreto,UF2,3702,tm2 pk 38+064 - 38+864,38064,38864,CAMPO,23,m,126,1,1,126,,xls-4374
2026-09-12,73,TIERRAS,3702.01.01,DEMOLICIONES Y REUBICACIONES,Demolición de edificaciones,UF2,3702,tm2 pk 37+130 - 37+655,37130,37655,CAMPO,23,m2,83.43,1,1,83.43,,xls-4375
2026-09-11,30,DRENAJES Y ESTRUCTURAS,3701.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF1,3701,ODT1-044B,30,30,CAMPO,23,m3,75,1,1,75,[Clima: Soleado],xls-4376
2026-09-11,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-043A,19362,19362,CAMPO,23,kg,120,1,1,120,,xls-4377
2026-09-11,38,DRENAJES Y ESTRUCTURAS,3701.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF1,3701,ODT1-047,20108,20108,CAMPO,23,m3,3.2,1,1,3.2,,xls-4378
2026-09-11,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-071,25699,25699,CAMPO,23,kg,2500,1,1,2500,,xls-4379
2026-09-11,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-032,36523,36523,CAMPO,23,kg,341,1,1,341,,xls-4380
2026-09-11,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-032,36523,36523,CAMPO,23,m3,5.5,1,1,5.5,,xls-4381
2026-09-11,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-044,39394,39394,CAMPO,23,kg,1500,1,1,1500,,xls-4382
2026-09-11,59,DRENAJES Y ESTRUCTURAS,3701.07.01,DRENAJE LONGITUDINAL,Excavaciones varias sin clasicar ODL,UF1,3701,tm2 pk 19+000 - 20+875,19000,20875,CAMPO,23,m3,5,1,1,5,,xls-4383
2026-09-11,12,TIERRAS,3701.02.06,EXPLANACIONES,Excavación en material común de préstamos,UF1,3701,EL DIVISO,21500,21500,CAMPO,23,m3,1687.88999999999,1,1.3,1298.3769230769153,,xls-4384
2026-09-11,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,649.14,1,1.3,499.3384615384615,,xls-4385
2026-09-11,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,196,1,1.3,150.76923076923077,,xls-4386
2026-09-11,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,228.41,1,1.3,175.7,,xls-4387
2026-09-11,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,228.41,1,1.3,175.7,,xls-4388
2026-09-11,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,1655.64999999999,1,1.3,1273.5769230769154,,xls-4389
2026-09-11,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,1655.64999999999,1,1.3,1273.5769230769154,,xls-4390
2026-09-11,156,TIERRAS,3701.05.11,ESTRUCTURAS,Geobolsas de geotextil (propybag) MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,UND,250,1,1,250,,xls-4391
2026-09-12,10,TIERRAS,3701.02.05,EXPLANACIONES,Excavaciones en material común APROVECHABLE,UF1,3701,tm2 pk 14+225 - 14+635,14225,14635,CAMPO,23,m3,429.34,1,1.3,330.2615384615384,[Clima: Soleado],xls-4392
2026-09-12,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 36+399 - 36+555,36399,36555,CAMPO,23,m3,196.489999999999,1,1.3,151.14615384615306,,xls-4393
2026-09-12,85,TIERRAS,3702.02.07,EXPLANACIONES,Terraplenes (solo conformación),UF2,3702,tm2 pk 38+864 - 39+200,38864,39200,CAMPO,23,m3,190.85,1,1.3,146.8076923076923,,xls-4394
2026-09-12,154,TIERRAS,3701.05.09,ESTRUCTURAS,Geotextil tejido uniaxial de 2890 n (método grab md),UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M2,87,1,1,87,,xls-4395
2026-09-12,150,TIERRAS,3701.05.05,ESTRUCTURAS,Material granular drenante MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M3,20,1,1,20,,xls-4396
2026-09-12,148,TIERRAS,3701.05.03,ESTRUCTURAS,"Tubería PVC d=4"" para drenaje perforada MSR",UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M,6,1,1,6,,xls-4397
2026-09-12,155,TIERRAS,3701.05.10,ESTRUCTURAS,Geodrén planar h=1 m MSR,UF1,3701,MSR 14+300,14300,14500,CAMPO,23,M,20,1,1,20,,xls-4398
2026-09-12,18,TIERRAS,3701.03.01,"BASES, SUBBASES Y AFIRMADOS ",Subbase Granular,UF1,3701,tm2 pk 20+875 - 22+650,20875,22650,CAMPO,23,m3,437.43,1,1.3,336.4846153846154,,xls-4399
2026-09-12,36,DRENAJES Y ESTRUCTURAS,3701.06.07,DRENAJE TRANSVERSAL,"Concreto clase 14 MPA (solados, estructuras)",UF1,3701,ODT1-044B,30,30,CAMPO,23,m3,4,1,1,4,[Clima: Soleado],xls-4400
2026-09-12,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-041,38344,38344,CAMPO,23,kg,300,1,1,1200,,xls-4401
2026-09-12,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-044,39394,39394,CAMPO,23,m3,20,1,1,20,,xls-4402
2026-09-12,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-044,39394,39394,CAMPO,23,kg,437,1,1,437,,xls-4403
2026-09-12,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-071,25699,25699,CAMPO,23,kg,1579,1,1,1579,,xls-4404
2026-09-12,105,DRENAJES Y ESTRUCTURAS,3702.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF2,3702,ODT2-032,36523,36523,CAMPO,23,kg,341,1,1,341,,xls-4405
2026-09-14,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-071,25699,25699,CAMPO,23,kg,413,1,1,413,[Clima: Soleado],xls-4406
2026-09-14,110,DRENAJES Y ESTRUCTURAS,3702.06.09,DRENAJE TRANSVERSAL,"Concreto clase  28 MPA (encoles, descoles, box, sumideros)",UF2,3702,ODT2-032,36523,36523,CAMPO,23,m3,4.5,1,1,4.5,,xls-4407
2026-09-14,102,DRENAJES Y ESTRUCTURAS,3702.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF2,3702,ODT2-031,36536,36536,CAMPO,23,m3,100,1,1,100,,xls-4408
2026-09-14,102,DRENAJES Y ESTRUCTURAS,3702.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF2,3702,ODT2-031,36536,36536,CAMPO,23,m3,2,1,1,2,,xls-4409
2026-09-14,30,DRENAJES Y ESTRUCTURAS,3701.06.01,DRENAJE TRANSVERSAL,Excavaciones varias sin clasicar,UF1,3701,ODT1-043B,19362,19362,CAMPO,23,m3,150,1,1,150,,xls-4410
2026-09-14,33,DRENAJES Y ESTRUCTURAS,3701.06.04,DRENAJE TRANSVERSAL,Acero de refuerzo Fy=420 Mpa.,UF1,3701,ODT1-043A,19362,19362,CAMPO,23,kg,100,1,1,100,,xls-4411
2026-09-14,34,DRENAJES Y ESTRUCTURAS,3701.06.05,DRENAJE TRANSVERSAL,Tubería de Concreto Reforzado de 900mm de diámetro interior (Tipo III),UF1,3701,ODT1-044B,30,30,CAMPO,23,m,25,1,1,25,,xls-4412
